id,leaktype,public
h3e6CYfZ6w,in,0
kOf6Yjl0I7,normal,1
cMymJtVs8q,normal,0
NChBzdxrxT,out,0
LJmm9ePkdm,noise,1
H12iyMarmq,in,0
AWikZS631x,normal,0
Ab5OJZE1zO,in,1
EKaFSQloUs,in,0
OMyWBZqZrR,noise,0
545xUI6Er7,normal,0
57E0y2OZIG,normal,0
HcnquSHMGs,out,0
R0CcozsAoQ,normal,0
cuNjgK8nBG,out,0
93dp9G2b10,normal,0
p2ZCV4i4hZ,out,0
1tFQKpPeMy,out,0
8mHgtw8626,normal,0
V1FJik3rCt,out,1
0AZJ3B6APx,out,1
rXKB8DoBW2,normal,1
BsQ6VwqjGV,out,0
OjFRFFzfCR,normal,1
K4iOjLh3Gl,normal,1
Sh3iYlTFRr,in,1
YdZCpNERfg,out,0
nXOK3ocJhx,out,0
7TNZs0kUuL,normal,1
gXaVfp6g77,normal,0
RsLliRFOca,in,0
bAZR06aPKf,normal,1
V7s68wQHrC,in,0
EE76kNS8hS,in,0
N5SXWy2X67,normal,0
GoVbs4eMMk,other,0
nX656iPFa0,other,0
jZo6OdOVse,out,1
imfdHEXj4n,noise,1
k9EzcLNs6m,normal,0
7uPf3dGla4,normal,0
DhnT7WjqH1,out,0
uQ3Jxd6Xj5,out,1
qONy3ZwU3q,out,0
HJLOCvimt5,normal,1
o2xT4A3ODQ,in,0
24PL0Cl0ne,in,0
aMPEhYTVyD,out,0
7eGSDnvSKl,normal,0
DlQOVpf5Hs,other,1
yrPda2OZPB,normal,0
GUT7ZAFpqt,normal,0
vLz9GGNUKr,normal,0
PfgXu8dSxw,noise,1
NK8yV38rTb,out,0
LXf48XRYPb,other,0
XbpUamTw3P,in,1
9ob1pGSAjg,other,0
KAljkdqW49,out,0
5MLwIbwTso,noise,0
dokyQX0s0u,normal,0
Nx5efwBAwb,out,0
EzHuWL21ar,noise,0
56yLuPkdiG,out,0
m086KDjA7G,normal,0
uSxLmRWziP,other,0
GmLdnCpD5b,normal,0
TJ27f9iwbd,out,1
WvxqIV870y,normal,0
9WuA6h7EDg,other,0
qa9CnzzSS1,noise,1
o3zcBx1gWu,normal,1
sDa5N4Ekx7,noise,1
x65KuCgA90,in,1
qCXfQGdtcx,in,0
l8RXk7dpLR,in,1
IaHNkFexZa,out,0
VoDpWGvveY,normal,1
GjWe73kVP0,normal,0
FOe2qYet2y,other,0
TkOWzFo27P,out,1
szUFNWUac9,normal,1
RGQGfjmH2x,out,1
NaSh2z4fjS,other,1
gH7YuhIGF6,in,0
vWM0TTCvBm,noise,1
evqe8DeaAi,in,0
dl0Jg0SaGL,normal,0
8hyydNxHXp,noise,0
s86R4iQNiv,normal,0
RC5xecoNRK,out,0
bAKiQ6z11o,out,1
kIkOnB6sCE,out,0
b2ZQv34hgQ,out,1
y15Y63D1Ly,out,1
fVjkwzD5U6,normal,0
2VIvqxb6H1,in,1
zIqIkovAze,in,0
2wZXENdbnk,noise,0
ZJo1zV14pf,out,0
y4gYeOjSIH,noise,0
tLqlO8hlHY,out,0
pKsE4fS7Tf,normal,0
yNS1jJuhvr,other,0
xN5Ysu22B8,out,0
KKsBYCHSnW,out,0
Gt2iZRktJQ,out,0
XqS4buHg5x,in,0
ZXFQvdu4YU,out,0
hjgj5X96jy,normal,0
63U9x3cls2,out,0
5ZRtiNvyqv,in,0
SCq68fummL,other,1
rB7qS2oL85,in,0
5X6zMWo3Ll,out,0
y3CBeR5f00,other,0
SwuR72CoSq,in,0
SfPEfzBeNp,out,0
xThrPDJp1J,out,1
lewgsZGeyI,other,0
nplfggV9PS,normal,1
hjmUbzOnW0,noise,0
n45qDocZbT,out,0
jYctQaVO6x,normal,0
0fb3UB4eq8,normal,0
L8HhD4T9BG,normal,0
pZ13cXVCB1,out,0
26RazkSafa,out,0
NnutlivZhi,in,0
Q9SOkPeyAY,in,0
wDioclmaKy,in,0
MGiI9IMnZD,normal,0
b4NTcFYMQV,out,1
T9li3pjBU6,out,1
kp4v3v9aFH,other,0
lBWVU5cZXs,noise,0
kXTcCsUJDK,in,0
Nie2LIQcTZ,out,0
dCSHAc56S0,normal,0
fwM3tTRD27,normal,0
r3ZNgRBSSa,normal,0
6PTyxit9tK,noise,0
vdwrFPmlpc,normal,0
kJr5yB2CaI,in,0
Wh6Pk7uxpD,normal,0
DA1pZRgElV,other,0
Ho9kikVaCM,normal,0
W34uxebaLY,normal,1
qIkIAJijkv,in,0
uOwxN48Ak1,normal,1
Htgfhvp3FX,normal,1
zvldqHphyS,normal,1
a0CHTslgwW,noise,0
NEy9Gek6Ep,other,0
bLnYHYxusI,in,0
awvi9xIgz6,in,1
5S3m7tLnlZ,normal,0
WGBXT0eoho,in,0
61f43aQAEj,other,0
Rw7zm96sVl,normal,1
6dhIFRLGMu,other,1
1fWzcXg4fA,out,1
VnVDdWPCr4,normal,0
u6xha1IbPw,noise,1
qQTbnXTxjS,in,0
Hkb5NRXh2l,normal,0
sG1QQw8uG6,out,1
qIHS3i3xo2,in,1
N4S7U7Ha4g,out,0
RtX48NnKIL,in,0
jgNEyXMbEJ,normal,0
0k9oFqQgDN,out,0
AjFkQlg3Nf,normal,0
IHIyC0Rvci,normal,1
om9YQStjxC,in,0
N6odUqndbj,normal,1
yfuYUHRIEx,out,1
SEGgG8HFe7,out,1
Seb6U6qMGQ,in,0
rFYe06QdET,out,0
7OZrKnxfqQ,in,0
pDzG9zfyrv,in,0
6li0Nu6vUs,normal,0
mGTy1GREwv,out,0
lHr7uf1RE9,in,0
QMfrO6wpUl,other,1
F6J2Q7Ikzk,out,1
FzAcJIqrGQ,out,0
9gr47WkBbP,other,0
ao4T03HtqW,out,0
EvyqdGoxzY,out,0
Br6AjXw7dp,out,0
lCUB9jDBt6,out,0
AXQvsSalee,noise,0
6EB6ak4Ltj,normal,0
USfF0sl1Bk,in,0
tXfMD3lZvH,out,0
7xmmCB2gax,normal,0
9VpcWwWPmB,normal,0
wa25zXzQIk,other,0
fUKw3dksRV,normal,0
pS9b6wejzz,in,0
fYVGrR49Ui,out,1
iM7hAFqOpP,out,1
lVp8B5nxWI,out,1
5jixlaRJOC,normal,0
VwEFG84oW6,noise,1
GPdO2NhXAL,out,1
GIxsSPJq52,in,0
tfpnAA6dSo,other,1
DpRKx8DX89,out,1
9EVPP7FQK2,normal,1
49oJ7e4zmv,noise,0
3Rgua3NIwf,other,1
s6b5ftpHGg,out,0
trVBQQViXM,normal,0
vV9CfPiMNn,in,1
5gs4fhcabT,in,1
AHjww8xk9x,in,0
Sxp4TKg0yY,noise,0
BZ5jtoWYY8,normal,0
46X07Rggt6,in,1
pFB4kFuuYe,other,0
ZPZGTA2pWG,other,0
zkri5lt2rz,noise,0
fB9kN3cKRL,out,0
WAcM2uKyUo,normal,0
rW08ErTslV,out,0
gbMtcDwP33,in,0
glYz6lDt4R,in,0
2mPX3qekET,noise,1
Sl6PCTdNFJ,in,0
fPpMPsHePq,in,1
aF1GlEpV66,out,0
clCNXoY35C,out,0
6qVIOXryYb,normal,1
ZzN4QrxI5z,other,0
nanN60A5os,other,0
Wo7x9UmFRJ,normal,0
VgNxxNsIIP,out,0
LUDHC2iRek,noise,1
pf2KnRzeKK,other,1
SGVQjmjoAw,out,0
XR92rSN068,normal,1
ZmiWAjT4O1,normal,0
U9eHX8rOLs,other,0
f8SVZpOFVB,out,0
A4zVcYQi36,normal,0
PRdJHhjkZ3,other,0
8CKuqCSyJU,in,0
OCrxpGgY4J,out,0
ZDwCxuUno3,other,1
nzln1C2Hb6,noise,0
Zdvtgr4M6a,out,0
vPRYmvarCo,out,0
2yuhjB9b76,out,0
yVsCRef9dS,normal,1
H1ai00fx3b,noise,0
aeIvZi7lgZ,normal,0
2d8tiJdQpT,normal,1
F3XSJRr2D8,other,1
MhwV9a6A8Q,other,1
3ff6csb4Zz,in,0
RDNNwdnwQw,noise,0
pZTECBVtgj,noise,1
Sma8Jt8cGh,in,1
u2hnJQRn26,out,0
UjJ9Uw8XNw,out,0
hdwUT8UNZN,in,0
wwFMWRCkPL,out,0
nbgouzOdVH,out,0
Sq1KNH0tL7,in,0
LYMR7kYOSZ,in,0
nVvm0idPmA,out,0
WWCyrDaiSL,other,0
hamwGY9g2o,in,0
jHUTagvgjH,out,0
1cyunw2cQV,out,0
rCF8DOUp2V,normal,1
WSpfFoflom,other,1
G2B0JBLYsG,other,0
mYMsaXIDYr,out,0
bOrbhsn2nV,noise,0
flepZMSh93,normal,0
KpHReKoFNg,out,0
dqWyQSKtaR,normal,1
4E6JKYBzSb,normal,1
3D4uS01qvw,normal,0
cXncYvmTLB,out,0
W5Q83H04WZ,out,0
hQDSbrB8wu,in,0
aCQIzIItnt,normal,0
8QaaMTWDYW,in,1
lwjDuOtVAu,normal,0
ZQ7Hch7ME4,in,0
vn3ZSHuGip,out,0
R9iLlJU9ZQ,normal,0
G1xKIsXR7b,out,1
j2aaLcIe78,normal,1
Fj14JSueJU,out,1
V3ztXagLZH,normal,1
JHx9QrZxtt,other,1
Q9R1AqdUDm,normal,1
IvL9beAA4N,out,1
8JDgmy7pLj,in,0
DQuaPpVx2e,in,1
xUhyvpjuN6,out,1
JVtjJ9cJgM,in,0
uerYjEpmLQ,out,0
Uao8kpNUPc,out,1
LRqB5eblgI,noise,1
eFuY4bVYoi,other,0
4SOyY0QjDh,normal,0
WXWMBjGEIE,out,0
PLuAfUN7jN,out,0
FKfw5PCjfQ,out,1
9fGtynni8w,in,0
mNk4bg9qTK,normal,0
XAN1sJKV22,in,0
d0jR4F6I7H,other,0
EeoPanUuvW,in,1
TEnTOSf2r4,normal,0
49nOdUbVzv,normal,0
De8mVfRVKV,out,1
4VeEMJV8QD,out,1
vhN3wpSrKt,out,0
lFhoaF2xIJ,in,0
qnA2LrVS3U,normal,0
ySHflcZtik,normal,1
xVA486nX83,out,1
WuqAgqnff0,normal,0
nBAqPkI1cr,other,1
NqADzmfVmG,out,1
7Uw1wDc965,normal,1
WSs70Vzrcc,out,0
1JjIcOHB0A,normal,0
UvlQYVpC7o,out,0
AlfzOZN3ZH,normal,0
cPEOfYKpge,out,0
8KKuiCrXjb,other,1
mN435sdZfV,out,0
O37trXqETq,out,0
gM5eamvM0e,other,0
s3hbjMylDD,normal,0
7fqSVnE5yZ,out,1
O8IRW7mEuN,out,1
7b4zBaLCN7,in,1
21NpWjSMrX,other,0
UTwCozmC40,normal,0
WSGwDycPFm,normal,0
I4KhWwdP71,normal,1
QqSZqMCIDg,normal,1
q8tu0cZQJ1,in,0
MdXYggybRS,in,0
f9AFpyU7UI,normal,0
lwKxZtfqPU,normal,1
l8YrTuHZrE,other,0
k4JXi4Jo4J,noise,0
miKnqsmSin,normal,0
uZpNs5yuYH,in,0
Du6YkVWMu2,normal,0
gQhP9gUNTC,normal,1
Lay009rKHz,in,0
KdIoH0mRw2,out,0
HS37GlW0OR,normal,0
XHjvZiN8wN,other,1
AFtkTcurtT,in,0
PgEUxkHYlY,normal,0
PPMjeXiJzR,in,1
wD4xUdTSFI,other,0
d3OYbPaDHm,out,0
jNoz3ATfod,normal,0
nuWiFhe8NI,normal,0
wnBs5ovO6j,noise,0
AHPyLFW9TB,normal,0
HccUgY2Bs8,out,0
Abc1Gb5HdK,normal,0
eXiColjqrS,other,0
jRGJ3Dw2W1,other,1
ZLUqMDPrBr,other,1
F64A2w3V7U,noise,1
7qiHDge9M2,normal,1
NouP8tjYrF,normal,1
ovA0x1J0jd,in,0
eAVPlp6dw5,normal,0
S69qFU6tUq,out,0
7oMthNE5EN,normal,0
QhtRd4ltc7,normal,0
Ffu8l1g33v,normal,0
qD0jUSbPYm,in,0
xhANFbcZpy,normal,0
xxzTn9nIL9,normal,0
PMo5o7faJj,normal,0
wLk9CC4Bvc,out,1
KxCT8qB4lN,out,1
iRXiEr7URE,normal,0
PnggSQpar6,normal,0
KY5PJakkhX,in,0
dR5g9KoZl6,out,0
alsMaDblsr,in,0
sx33R7M5RV,out,0
fLSro59Y12,out,0
xms4Lmu4TZ,other,0
Ys8VvwV5V2,in,0
5BYBmv0rx7,out,0
YBLTyFgNl4,out,0
6GvWsxS8wZ,normal,0
u4qlLZAJgF,out,0
eMH0sJKi8a,normal,0
OWSGnSlIlN,in,0
3GWuvAKCEl,in,0
V9KKlV8fuh,out,0
vOWTgaDhbF,out,1
lFbg26orX5,out,1
zZxy07YqwR,in,1
f11Tj2ps3b,out,0
XKkCNdghw6,in,0
eqjHJb11ob,in,0
6YBYYl3xL2,in,0
DcQIe1iHt6,out,1
SDwrmAg3h0,other,1
x8r2So8jxu,in,0
xUh6yYwGWA,other,1
VIZ7OrGl46,other,0
DbnmfxcabM,in,0
FaluZH9Wez,normal,0
hUVkeKzfi6,out,0
UmrrocEIdq,out,0
7lfbhZy4IA,out,0
W9LeHg4R1O,out,0
ObdolB69cK,normal,0
0Q1oInIqkQ,normal,0
Ry5MlokNPu,out,1
yT3aK17sUo,other,0
noOQHDzdYQ,out,0
AQR27cF9Ft,other,1
Bjj3kVdLxM,normal,0
sDOZ6fYmr8,normal,1
Vjn3rjfzie,in,0
HBb2BzsOSF,normal,0
4xdBnAqakp,out,0
dUuV0oFDbl,in,0
EAkBs7ePUG,noise,0
swruQJwhQx,in,0
MNMN8aloUS,other,0
6XwNuMiOqb,normal,0
XNgvVjUrJK,noise,1
WCMij71GXw,normal,0
1XZf4dW2kU,other,0
SLmTZDfEgF,other,0
TuxpscNEq4,normal,1
kygSDGjQRv,out,0
FjyskV4ruD,out,0
Jd5tJDWlEV,in,0
VG2m6BWE0s,out,1
Ih00lKL5x8,normal,0
UcTrqvlCia,normal,1
tVVd1Whbaj,in,1
KDXAxjB7zB,noise,1
crKDz2zdSf,normal,1
2VxC1CSlyc,other,1
XFDCTP1AyA,normal,1
Onzi54Y1ci,normal,1
WpC9BqFvfw,normal,1
7jRgZbUnrp,in,1
FfMGty5b7s,out,0
4csE5NNVKy,normal,0
rty8p08tNe,out,0
j1waiJDrBF,in,1
5np2YVfbHF,normal,0
BjoTAl9SDh,normal,1
63VbKwgrNw,in,0
dGgOiaG06u,other,0
U5IGpzRQKo,out,0
WoSLvztSut,noise,1
yZs2PvrdhV,out,0
TTiTmxT2kk,out,0
sP9enEqIej,in,0
OO10UjUo9b,in,0
au0WiVmqM7,in,0
yTbyj2m2aU,normal,0
8KPJo9gcUs,normal,0
GaKwLc10V3,out,0
aOGzJzKB16,other,1
gRgBrzZYwp,normal,1
fdxB7m6gKy,out,1
I2hYzqTwdS,normal,0
jw7XcOq5EB,noise,1
tnGoI1Kmxs,normal,0
424drGks1V,normal,0
RtKRCGmhkm,normal,0
KxQ2XAltQd,out,0
GD9zJ8J506,normal,0
b8yleODyoj,in,1
uzz8SmT2Ok,other,0
RQ32uYtNla,in,0
2OTttJXKxc,out,0
ekFMiFCGOn,normal,1
X7eCzRqQxT,other,0
Xd4dN5ZddC,other,1
8I7kogabTj,out,0
iQutlePzDT,noise,0
P3c7ECSc07,normal,1
UFKhPuidEI,in,0
sS22yaYdiX,in,0
e3AO2iaJ1g,in,1
UqdwiOcVbt,other,0
rU41YOojV5,normal,0
rhOKwrqZIl,out,1
JOikZ9xLly,other,1
2ZaBZii7CL,out,0
EGYlXcacmA,noise,0
yOWnE1AtdC,normal,1
fpKDILMblf,out,0
fQ5MXeWGYf,other,0
AmRf7JUgdg,out,0
kK1Klu2tUE,normal,0
5Zg4NRmWJq,out,0
xEmucsn5mW,normal,0
TSSbmld0ar,other,0
dujEY3FRhH,out,0
ENCMAwwCIG,normal,1
E39wU0aTxO,normal,1
6agdNQ5EX8,in,1
5985RzDiNh,normal,1
jk8eu5qMsY,normal,0
0vuIZCdS2J,normal,1
aaYuVt2fvP,out,0
Q3rXlBIEPH,other,0
tbJVim1c6M,out,0
0gs8QIMQre,normal,0
NvJgLz9jOp,in,0
q84USyoG9y,normal,0
GUpdePChTp,out,0
LSM81AAm0c,out,1
Apcx2OjsSc,noise,1
hdJGAT06ut,normal,0
qEoW84XMuh,out,1
ubq01qSgkA,other,1
KiAbvrqyua,normal,0
GKDZ8Pn9jp,normal,0
wjdR60UHox,out,1
3gSdESDbWl,noise,1
XfowkbDpF5,in,1
sipU6OgCR5,normal,0
i8jcKvG8RZ,noise,0
0HZ0QDenX1,normal,1
Ul0VtZRwE3,out,1
pxe0RXk8c8,in,0
CH0b42h3A4,in,0
fIR5PSlabG,normal,0
RVxwsNWqGg,normal,0
0T6Yog8qYG,in,0
lWigwXFpYd,normal,0
tIC5aSLox1,out,0
fvp9OOVudO,in,0
cd957fqoUT,normal,0
Kjgvo2LzDc,normal,0
8KHtoW4tRU,in,0
qdHT1oPKT1,out,0
CRFvn22W0U,out,0
jytCrZcaJX,noise,1
EJ3Gxe1ojd,out,1
pQjrGSyWny,normal,1
YMSZrBCPhd,other,0
4XGhtpwH2D,normal,0
m3hnmBomoA,out,0
QEXT5DoknV,out,1
keTGtxRofz,in,0
TR5VrgWokU,other,0
5h6lXFczfw,in,0
3DG0uhLj3r,in,0
1Ped9Wrfvf,in,0
sSaXlwVzn3,normal,0
kMttr3Rn4e,other,0
VAmihXFwdO,in,0
8MjCWwG6M4,out,0
ykEF4lkkDh,out,0
TscovkyvhI,normal,0
RUYwzU4n3W,out,1
Va0gdNVLuq,out,1
bWNIVWQ66i,noise,0
928AyhcJrw,normal,0
BzodaA8PQE,other,0
7oGgmsJv7l,out,0
zhUk8KaviX,other,1
bIbiiD2y2l,normal,0
W62H8OjAv8,normal,0
i83fyfA85I,out,1
frqS43JSFX,normal,0
nY1brw5aYv,noise,0
mraG1zryEH,normal,0
vxenNM0bdF,in,0
IFwbELgRyX,out,0
I5pJyQKbwo,noise,0
Lobe9jMM7o,normal,1
CsU6T8NvH1,normal,0
MRewQU22ue,out,0
EHeKd07ELH,in,1
5HI8JmLhEC,out,1
tS0OpW5oNN,other,0
nX6QQfyuxh,out,0
1VoAcPJpZH,in,0
mQ1xcJoSax,normal,0
Piabc7wmdg,out,0
idwGrp8W6V,noise,0
zY6267Xf47,in,0
TLm907nydj,noise,0
KxBcDrb2iX,other,1
GQwu2zSJZD,other,0
EOeTbijIr9,in,0
VNGu0DgNl6,out,0
r9omVK11Ng,out,1
RqAqOWWWW7,normal,1
HUODBaDk32,out,0
tMiALposlz,in,1
Ck53qqFCLZ,normal,0
9tZtLslO3E,in,0
bJfJUFJf7n,out,0
5QCn5iI2Vq,other,0
8hXaiuyUFx,out,1
Cjx7Z6mNWL,noise,0
xnxvgV2Bd5,normal,0
09ZrIsfBUx,out,0
kZKfvXJfjd,normal,0
F03XPkc4y5,other,1
eA7kYhjZSB,normal,1
1VNxMnkZft,normal,0
nfRscrxMKF,other,0
SbJPtiMER4,normal,0
aOAiZkgHLO,other,1
Cdmed37QwD,normal,0
KHDOkiajPK,in,0
ubRAE9ZnJn,in,0
ZFyaSie0jm,normal,0
otSb3W9VgI,in,0
5mGuMhBZtP,other,0
3atMk94iyS,out,0
85tfSGI2la,in,0
S1TSZAWuPK,normal,0
frIj2auepL,normal,0
FtjyljGGOI,in,0
D5msYXABu4,noise,0
vXnC1pyWUf,normal,0
gR1ECsziXw,out,1
GWlxTqS4lF,normal,1
yHvV90syEZ,out,0
o8T7LxPkyR,in,0
MQzPLVVebH,normal,1
CMzHqDeIxH,normal,0
hdufPZElGM,other,1
II4zaSJYE4,normal,0
Q0LyUlCMIg,out,0
b6rNG8SSwV,out,1
uaNdO6vpRJ,normal,1
Jk2ZVOVjSO,in,1
FH1qu8ddB6,out,0
PCbWHd2xAh,normal,0
MwKTReoDvN,noise,0
17QW6COClp,normal,0
fDoP1dnlR9,out,0
IrhFupCGFp,out,0
DclWE9MOcH,normal,0
agbU1h3PdZ,out,0
7GxLmeKyIz,normal,1
JfE62mRrH1,out,0
GEUpUrkXs5,normal,0
QeOKffTfT6,noise,1
P9991WK7pf,other,0
cEHJdUDxDS,other,0
hOnjMMU5a3,out,0
YSQSjE9XBO,out,1
GuwG1QYW0Y,out,1
dcs2ZXo41F,out,0
yt95LYnX0b,normal,1
PCzKiYvrfR,noise,0
JB80VTJgey,in,0
1B4bE1uNB9,normal,0
tiZ9sODswO,out,0
dT4H7tY7TW,other,0
ML0JLgYuuX,noise,1
chGfx1Lfoo,in,0
VzVJysTmnw,in,0
kCZqQsbFfi,normal,0
ExkSSiIoVT,in,0
5AEsjBEzvl,normal,0
E59Rs6jSQT,normal,0
yKMoZVGKnI,in,0
en8o5nUz40,in,0
q0svieZmhN,other,0
o3HYdqNfNt,normal,1
EUwYc9Hyfl,in,0
4XeMr9qvSi,out,1
7JpIdGYvRT,out,1
ZYqTkhPegr,other,1
bgTu2vVoKl,out,0
4WdHvydKrS,normal,0
q6Ve7p2vsG,normal,1
hTgjM14cut,out,0
iblRpOBbMG,normal,1
syo4Ts3H1J,normal,0
Dgb6Lrrjte,normal,0
mMwjywxdgm,normal,0
wWxbrDfRdj,other,0
yLtUBCTTSw,out,0
4zimtxghOI,other,0
8rfzGc9vIG,normal,0
Hp2XlOLXBQ,in,1
UKMT5hl4aN,other,0
kqMrl0GA8g,normal,0
sASasjJ0Ux,other,0
O9VXvKj6GH,in,0
M0iNdcKxSK,noise,0
9ScKxqHTsp,in,1
hbihedBGrA,normal,1
efDb6IVc1J,in,1
EnpRrVcKd6,out,0
RyXCPlPy50,normal,1
4kRMEsPSw8,out,0
rfzikW6pM1,in,0
xhIZcVIENg,other,0
4MMNoZAch7,other,0
Q9fu9ZPP0O,out,0
VMMe6VB5e4,out,0
cJXVGjnTXZ,normal,0
UHaR2B6OS7,other,0
oo4bgT3lGJ,normal,0
Stb2d2fOin,normal,0
hYkgwGgytN,out,0
fv8fslgtfT,in,0
kfPNEl7uiP,normal,0
CMm0xEzMtf,out,1
r9m0pupROw,out,0
6Ro4RjmRH4,normal,1
kXJoBvpGVi,out,0
kGcFxcMX6o,in,0
4h9xcCIBNZ,out,0
mpf6oGPtEF,normal,0
6Ty1JFyZbS,in,1
9n5IROMMWo,other,0
yyjSSLsb6B,in,1
by3PIVmFNw,normal,0
0NFAbpJMHU,out,1
AkQPUKv4cl,out,1
RhhG970X6J,noise,1
Fw3pu4mQvp,in,1
lVUL9IJ6Nq,normal,0
UvWoVHOctO,normal,1
vZjkLmOGhe,out,1
pWJOPScgwB,in,0
JDqHaSBLuu,normal,0
t7yUyHOMmq,normal,0
YneX01UbUm,other,0
EAFSLPOgyi,other,0
SQDrvFENds,normal,0
vf3JeE1TM8,normal,1
g0JJffDdb5,in,0
YJUfeqcqvc,normal,0
6rEZoCX5wR,normal,1
mmyLVRemQl,in,1
A6mfYiiMe6,normal,0
zjdsDgcQts,out,1
wyK4t2Dllk,out,1
0iBgK8qseD,in,1
FWv5oGy8Qt,normal,0
cgJCZcZwQ3,normal,1
w0SfLw2PVp,out,0
U4Qle2IECa,in,1
FfNM0rnjeg,out,1
oUmoZNFyOT,out,0
gZGQr5rdvo,out,1
dbtMJDiMXz,normal,0
6Abl9ZPeXa,normal,1
UtqYspCm1b,normal,1
UFausmr0DB,normal,0
Yu5Iy4MPqe,other,1
3kqzTYvXfz,noise,0
XRnyULFfhO,out,1
EvyoRMqtd1,normal,0
amQep69ArR,normal,0
UBnKiocP8r,in,1
A9JiakdrHH,out,0
zCka5eu9BY,normal,0
VJYP3xqvbV,other,0
etDpaQRShl,out,0
5XYA8lPcyQ,noise,0
sw0jONROmi,other,1
O28WCSybIp,out,0
fR1jBGX3VF,other,0
Tf7SR34D4J,in,1
coe48k86ik,normal,0
2weBAcLbSK,in,0
lMTYKgIjiw,other,0
3XvAjMVhWm,other,0
26daLTL029,out,0
lBSOWCOXwW,normal,0
l4K1oJAX2x,noise,1
gXFXnq9Od5,out,1
mUssuGrM4c,normal,0
XOhmN4DOYf,in,0
ApZkyV91o9,out,0
JuSqYeibE4,out,0
f07PsAGeb8,in,1
qBp24MNR9Y,out,1
HHQqd5VyNl,other,0
xupxhU4FYa,in,0
eAyDnmLz3Y,out,0
XHwDGWAvS1,normal,1
kCfeQXK7sN,noise,0
l9kdB4XLf2,other,0
uG8yEaB7MV,normal,0
eDOiFDbzlq,noise,0
1lV7FaVEay,other,0
BwrtRZMvzX,noise,0
aSwr6mNVAb,normal,0
8Rrb3p5cLI,in,0
KqlhiajBIm,out,1
RNEuDFigyZ,noise,1
Z6OQSkJZj3,in,0
kwDopp3Qa8,in,0
jB6SsujVSA,out,1
UMWlnWw1g3,normal,1
ZQgPOHQcfB,normal,0
pft9oG6j1q,normal,0
8dwdnKGHQ1,in,1
R2Irsnvmrq,other,0
l68GFJUlnO,normal,1
a0mJomhXd8,out,0
AQjSj6Vzmv,in,1
wVDcliWE8j,normal,0
4UfvIjN8Ev,in,1
80vniXER3P,normal,0
78riiWeL3l,other,0
kBuim1KC7J,normal,0
dEbmCew2la,normal,0
FiahrQmPjO,normal,1
Cgyej6C65o,noise,1
nVMHsMs6fA,in,0
ocaVXwaol7,normal,0
0GFvP592VT,out,1
TT7cxePbd1,normal,0
kJxGTe7CGV,normal,0
xaAG5TF8O5,in,0
0TV8YarPGL,noise,0
kxgyDPPBf7,out,0
U3QTFjvatA,normal,0
4jDjd80ykE,in,0
rw4xHGCFsa,other,0
j2pS02ATLH,out,1
T1cQBxrjMC,out,0
CrobKVELQf,normal,0
FGDQjPqts4,out,0
4d4XqmTXC3,other,0
cnFB2SbdiS,in,0
NUeEx01kQt,normal,0
70zfGRjDDk,other,0
ZHx1UHE1vK,in,0
pjSaES3nCF,normal,0
3bbgrIWaXJ,in,0
S6CLSzW18t,normal,0
1ytVfvxqKu,out,0
dC8i9JST2x,out,0
GAlXJRsrJv,in,1
hKc5ZBkWHH,normal,1
Z41DTHygZb,out,1
ljUDCUECl9,in,0
ZPW8QmoMsz,noise,0
TYFg4wAXlu,normal,1
uDwptFMLg6,other,0
dpDgqZNGFE,other,0
1s2ZVpbRIV,normal,1
Az0eXSJCXw,in,1
4nfYdPRPAN,other,0
ywqmx9ATyz,other,0
MpFXSG5xsG,other,0
UPMzQZLI91,out,0
LCwZcyuXO3,out,1
M3cbVpNhoL,other,1
ZLtFCSU4Wc,noise,0
XSnsnWxWEd,out,0
kA84tw0rKA,out,0
n9Z5rRO6ij,other,0
WKLBooGaQy,normal,1
PpOaIv12Td,normal,1
nYfCO9ZaQY,normal,0
e0tQBSdRib,out,1
GHqbfnFXoO,normal,0
6hAq7fR66Y,normal,1
9C6qbpxR7r,normal,0
YuAZgNsSLt,normal,1
k4RvnNvaPO,normal,0
kJu4eJf3YD,normal,1
n0QK5HrfMe,normal,1
uLH45QFwji,in,0
KE1q8sUl8y,other,0
z0yg5mvHU5,noise,0
EGInb0qD1q,normal,0
q7dsN93nih,in,0
oim0ldHtiy,other,0
igdxCErCap,in,0
ybHMFWFc3j,out,1
qou07BsxPs,noise,0
aNDaopYCLR,in,1
smisoFylJD,other,0
EUaZVwIVkU,in,0
VZ3DAHkdDp,out,0
AhGxll1ICP,normal,0
HRzjmoQbCi,in,0
gHFcf3KE8q,out,0
D5MFukKH69,out,1
NhOFgtEvmn,in,0
9kRtYc2F7L,in,0
WDPWj1Tq7C,out,1
GDexLvURqI,out,0
WLoU4zvXNd,noise,0
0mBZTtP07A,noise,0
jlXFQHjCo3,noise,1
8Y0SyZx7MG,normal,0
Penu9RSEgW,normal,1
z17CirVgIc,in,1
t2Qoai5Oqc,normal,0
jlQ9kRmRQN,normal,0
Lb3bjtUBIk,in,0
yYZgKTUDS9,normal,0
RplbW0rsrx,in,1
lqVn4zegcZ,in,0
ul0iiJcROS,other,1
LvfTdhlwS5,in,1
ZitDKOzdgd,in,0
8DgkMYSmCI,out,0
a5MxsCu9zx,out,0
SZMKQWq4tE,normal,1
YZCoqMGrsi,normal,0
